reviewer_name,review_time_diff,review_rating
Sue8282,"< 10 days",bad
melmel500,"< 10 days",bad
kla12,"< 10 days",bad
plantbug,"< 10 days",bad
pm66,"< 10 days",bad
poemgirl,"< 10 days",bad
ShaniCat,"< 10 days",bad
crazymomx1,"< 10 days",bad
Centerstone,"< 10 days",bad
aporter,"11 to 50 days",good
vernac,"< 10 days",bad
lochmarie,"< 10 days",bad
mimicntry,"< 10 days",bad
joannessergius,"< 10 days",bad
hulshof,"< 10 days",bad
kengrosser,"< 10 days",bad
janisp,"< 10 days",bad
jmkord,"< 10 days",bad
rr37029,"11 to 50 days",good
throwngas,"11 to 50 days",good
slashpract,"< 10 days",bad
clachance,"11 to 50 days",good
mjester115,"11 to 50 days",good
rollerskate,"< 10 days",good
crkohut,"11 to 50 days",good
mustang_gt,"< 10 days",good
HarleyAbelson,"< 10 days",good
"ford racer","11 to 50 days",good
ace.eben,"11 to 50 days",good
georgeh,"11 to 50 days",good
jsully,"< 10 days",bad
mitchruiz,"11 to 50 days",good
mikekimil,"11 to 50 days",good
jamesw670,"< 10 days",good
jose621,"11 to 50 days",good
kuro0430,"< 10 days",good
Alucard817,"> 50 days",neutral
Pro123,"< 10 days",bad
Zaboota,"< 10 days",bad
JDiver12,"< 10 days",good
Bi0NicSQUiD,"> 50 days",good
bluemando,"> 50 days",good
saut,"< 10 days",good
heard006,"< 10 days",good
wikd1,"< 10 days",good
six6trings,"< 10 days",good
boburke,"> 50 days",good
shytface,"> 50 days",good
trangler,"> 50 days",good
1955dave,"> 50 days",good
shutterpuck,"< 10 days",good
Chickenhead,"> 50 days",good
arkan15,"> 50 days",good
jdpurcell,"> 50 days",good
cmhmp10sd,"< 10 days",good
alexjjkuo,"< 10 days",good
kforeman,"< 10 days",good
OjLeno,"< 10 days",good
mlulu0616,"> 50 days",good
nthanielmark,"> 50 days",bad
pbcnk,"< 10 days",good
TyrisFlare,"> 50 days",good
Danw1942,"> 50 days",good
"crunch bar","< 10 days",bad
555,"< 10 days",bad
Dkarasin,"< 10 days",bad
robc81,"> 50 days",good
ncouture,"< 10 days",bad
mmach,"< 10 days",good
TOase,"< 10 days",good
Bi0NicSQUiD,"> 50 days",good
noodle192000,"> 50 days",good
axdok2002,"< 10 days",bad
abbynormal,"11 to 50 days",bad
dwaneunruh,"< 10 days",bad
sferrari,"< 10 days",good
gmichallaros,"< 10 days",good
simond,"< 10 days",neutral
jamie_br,"< 10 days",good
consumerheaven,"< 10 days",good
mabaker,"< 10 days",good
gjc10212,"< 10 days",good
badmuthas,"< 10 days",good
Tarandeep,"< 10 days",good
JWLight,"< 10 days",good
gotan,"< 10 days",good
walkman666,"< 10 days",good
Haroon,"< 10 days",good
herethere,"< 10 days",bad
ecoman,"< 10 days",good
tw0097,"< 10 days",good
MrGigi,"< 10 days",good
zeyus,"< 10 days",good
joelongwood,"< 10 days",good
bajiqa,"< 10 days",good
Rhynier,"< 10 days",good
peterskm,"> 50 days",good
suspepro,"< 10 days",bad
dirtyangus,"> 50 days",good
dahla,"< 10 days",good
brebro,"< 10 days",good
ivel,"< 10 days",good
Devilwoman,"< 10 days",good
montreal_yug,"< 10 days",good
f_lee6,"< 10 days",good
shaysll,"< 10 days",good
lobkovsk,"< 10 days",good
jake314159,"< 10 days",good
zudith,"< 10 days",good
gsalami,"< 10 days",good
dansbaba,"< 10 days",good
ascully,"> 50 days",good
BenderNYC,"< 10 days",good
tupacws50,"> 50 days",good
JimGorm,"< 10 days",good
arnesto101,"< 10 days",good
doig113,"< 10 days",NULL
marty261,"< 10 days",good
mrtrout56,"< 10 days",bad
bslep,"< 10 days",good
laozi_us,"< 10 days",good
dsh,"< 10 days",good
Edjk,"< 10 days",good
bigtee,"< 10 days",good
btsai1,"< 10 days",good
lnolfo,"< 10 days",good
tactical,"< 10 days",good
funky1,"< 10 days",good
zolasson,"< 10 days",good
stearnsn,"< 10 days",bad
HIPAR,"> 50 days",good
srsmartin,"< 10 days",bad
audiophileking,"< 10 days",good
kaosv1,"< 10 days",bad
T29Canadian,"< 10 days",bad
wje,"> 50 days",bad
lunch2box,"> 50 days",bad
Bi0NicSQUiD,"> 50 days",good
pL4tiNumfi5t,"< 10 days",good
DoubleK,"> 50 days",bad
destaccado,"> 50 days",good
ih8americandist,"< 10 days",bad
chris888chris,"< 10 days",bad
GrugeReports,"< 10 days",NULL
lonups,"< 10 days",NULL
"DAX FERGUSON","< 10 days",bad
thruthseekers123,"< 10 days",bad
JGRESLA,"< 10 days",bad
FLORIPA1,"< 10 days",bad
sonsun,"< 10 days",bad
"what the","< 10 days",bad
ThriftGrandMa,"< 10 days",good
jpelot,"< 10 days",bad
scottls,"> 50 days",bad
dolly2805,"< 10 days",bad
johnsommer,"< 10 days",bad
gregfate,"< 10 days",bad
patmiller,"< 10 days",NULL
Spicer,"< 10 days",bad
Rempsen,"< 10 days",bad
zjuxuwei,"< 10 days",bad
polarhyte,"> 50 days",bad
chang-ping,"> 50 days",good
Allnighte,"< 10 days",bad
Bunkie111,"> 50 days",good
hardingdgh,"> 50 days",bad
nlflower,"< 10 days",bad
mommyking,"< 10 days",good
rcsync,"> 50 days",bad
dgillilan,"> 50 days",good
miatamich,"> 50 days",good
macphoto,"> 50 days",bad
brett.schuchert,"> 50 days",good
georgelai,"< 10 days",bad
"charlie brown","< 10 days",bad
debihayes,"< 10 days",bad
aletalynch,"< 10 days",bad
mic01,"< 10 days",bad
tjmixter,"< 10 days",good
puddle2010,"< 10 days",good
liwoody,"< 10 days",bad
Jeff4RVN,"< 10 days",good
fedrog,"< 10 days",bad
WoodyDog,"> 50 days",bad
justabonehead,"< 10 days",bad
magic77,"< 10 days",bad
dwalton,"> 50 days",good
jedend2,"< 10 days",bad
admapa,"< 10 days",bad
PwrShopper,"> 50 days",good
mrattitude,"< 10 days",bad
Ashasan,"< 10 days",bad
wrightclick,"> 50 days",bad
joeconroy,"< 10 days",bad
Honey_mayur,"< 10 days",good
astute,"> 50 days",bad
mparkin,"< 10 days",bad
bhaskar_bv,"< 10 days",good
Canfield,"> 50 days",bad
Joe_Consumer,"< 10 days",bad
Jongage7,"< 10 days",good
ccoberly,"< 10 days",bad
nausherali,"> 50 days",bad
ysl,"< 10 days",bad
srjohnsontal,"< 10 days",bad
williamjamos,"< 10 days",good
billharris44,"< 10 days",bad
peterdchess,"> 50 days",bad
integruss2,"< 10 days",good
Rachel.,"< 10 days",good
jasn,"> 50 days",bad
Slavik,"> 50 days",bad
rodoc1,"< 10 days",bad
diecast1375,"< 10 days",good
mommyplease,"< 10 days",good
Gennie,"< 10 days",bad
MisTre,"< 10 days",good
chuckknell,"> 50 days",NULL
yurohi12,"< 10 days",NULL
noru2,"< 10 days",bad
ret,"< 10 days",good
"Janice E. Merola","< 10 days",good
irish49,"< 10 days",good
rozyckir,"< 10 days",good
Marko07,"< 10 days",good
"Carl Ford","< 10 days",good
mountaindo,"< 10 days",good
inclinerlb,"< 10 days",bad
draper806,"< 10 days",NULL
Jermek,"< 10 days",good
EROBIN1119,"< 10 days",good
chirivasp,"< 10 days",good
scloutier,"> 50 days",bad
tazzfan,"< 10 days",good
Zimmerhnd,"> 50 days",good
cartech7,"< 10 days",neutral
hmurpjr,"< 10 days",good
frishberg,"< 10 days",good
thet1a,"> 50 days",good
quetark,"< 10 days",good
jazzcat,"< 10 days",good
JlynnF,"< 10 days",good
jbyram,"< 10 days",good
teleguybob,"> 50 days",good
bvllets,"< 10 days",good
sizz1e,"< 10 days",good
hop56,"< 10 days",good
rayfes,"< 10 days",good
HaemishM,"< 10 days",bad
"lib tech","< 10 days",good
krran,"< 10 days",good
sfunches,"< 10 days",good
passnot,"< 10 days",bad
cehgan1,"< 10 days",good
Brad410,"< 10 days",good
badmarvinfl,"< 10 days",bad
mitchjagger,"< 10 days",good
Nighthawk_elite,"11 to 50 days",good
ginobobino,"< 10 days",good
jimw511,"< 10 days",good
mbuelteman,"< 10 days",good
LeeAnn,"< 10 days",good
jcwood1811,"< 10 days",good
fatallagg,"< 10 days",good
cindyscott,"< 10 days",good
uoblackshadow,"< 10 days",bad
neildf,"< 10 days",good
Phantomdl,"< 10 days",good
mmcfarland,"> 50 days",good
hargettjames,"> 50 days",good
romanitt,"< 10 days",good
savast,"< 10 days",good
SteveD,"< 10 days",good
"Omar Martes","< 10 days",good
loki0516,"< 10 days",good
rich55,"< 10 days",bad
flyboyqb,"< 10 days",good
battstini,"< 10 days",bad
mikey1301,"< 10 days",good
kungfoocoding,"< 10 days",good
madman370,"> 50 days",good
myembric,"< 10 days",good
mruggio,"< 10 days",good
wolfgang.90,"< 10 days",good
johnw17_us,"< 10 days",good
compcomm,"< 10 days",good
smoore001,"< 10 days",good
W00dh34d,"< 10 days",good
zigweegwee,"< 10 days",good
no1deleo,"> 50 days",good
pc2004,"< 10 days",bad
tiggerrtw2,"< 10 days",good
divangel,"< 10 days",good
"Paul Rice","< 10 days",good
crustfan,"< 10 days",good
afzoppo,"< 10 days",bad
rankee,"< 10 days",good
caven,"> 50 days",bad
tspirakes,"< 10 days",good
cache7070,"< 10 days",bad
bagelmx6,"< 10 days",good
CometSR,"< 10 days",good
jake1954,"< 10 days",good
sentraser25,"< 10 days",good
V0011,"< 10 days",good
cessna151,"< 10 days",bad
"Tom Pfluger","< 10 days",good
brlovegrove,"< 10 days",good
psychosputers,"< 10 days",good
CompaqDrew,"11 to 50 days",good
Mammoth,"> 50 days",bad
BIGGREG,"< 10 days",good
hindustani8,"< 10 days",bad
bewitt7,"< 10 days",good
trainer1,"< 10 days",bad
comicbookman,"< 10 days",good
engman81,"< 10 days",neutral
ecampbel,"< 10 days",good
JMK125,"< 10 days",good
daiair,"< 10 days",bad
smithers,"< 10 days",good
tbest123,"< 10 days",good
"William Price","< 10 days",bad
james_26685,"< 10 days",bad
satchboogie,"< 10 days",good
rr3721,"< 10 days",bad
"Joe Schmoe","11 to 50 days",bad
garett182,"< 10 days",bad
pepoa2,"< 10 days",good
olliegarcia,"< 10 days",good
captainLW,"< 10 days",bad
chocolateblunt,"< 10 days",bad
cbergau,"< 10 days",good
Exopior,"< 10 days",good
scavngernj,"< 10 days",good
Mercutio_510,"< 10 days",good
mmrph,"< 10 days",bad
lmahute,"< 10 days",good
toddc,"< 10 days",good
dgoldie,"> 50 days",good
ebayseller012,"< 10 days",good
zuccaraj,"< 10 days",good
SQ,"< 10 days",good
bterlo,"< 10 days",good
trljr94,"< 10 days",good
bigtech,"> 50 days",good
TooSharP,"< 10 days",bad
Meatwagon,"< 10 days",bad
tuckerware,"< 10 days",bad
hfighter,"< 10 days",bad
DaBretty,"> 50 days",bad
djv11,"< 10 days",NULL
thegreenman,"< 10 days",bad
slinkydink,"< 10 days",bad
dickg53,"< 10 days",bad
neildogg,"< 10 days",bad
doublesixpack,"< 10 days",good
sevenal,"< 10 days",good
bartel,"< 10 days",bad
manowar_02,"> 50 days",bad
skelly,"> 50 days",good
CihaPet,"> 50 days",good
JonCS,"< 10 days",bad
vox,"< 10 days",bad
SBROCCO,"< 10 days",good
Glong37908,"< 10 days",good
LeeTN,"> 50 days",bad
jconnatser,"< 10 days",bad
dleepenn,"> 50 days",good
dardas,"> 50 days",bad
winspirit,"< 10 days",good
joekker666,"> 50 days",good
Arachkid,"> 50 days",bad
bobhope2112,"> 50 days",good
tommyt113,"< 10 days",NULL
overthehillby3,"< 10 days",bad
fabmant,"< 10 days",bad
irmin,"< 10 days",bad
"The Merg","> 50 days",good
rwkyle,"< 10 days",good
johnwaz,"< 10 days",good
bentlymorgan,"< 10 days",good
dianakhachiyants,"< 10 days",bad
alessa,"< 10 days",bad
chinkable,"> 50 days",bad
burmeseboo,"< 10 days",bad
aznbabygirl06,"< 10 days",bad
jon_griggs,"11 to 50 days",bad
richardmax,"< 10 days",good
mg66,"< 10 days",good
sapperbullet,"< 10 days",good
ephmynus,"< 10 days",good
mitbug,"< 10 days",bad
Chaplain_Jack,"< 10 days",good
robrr,"< 10 days",good
jullason,"> 50 days",good
"The Real Bingo","> 50 days",good
null_and_void,"> 50 days",good
fred2525,"> 50 days",good
reno_c,"> 50 days",good
smizwhiz,"> 50 days",good
aszxas,"> 50 days",good
MyMiracle1,"< 10 days",good
nikkiw23,"< 10 days",good
inclw,"< 10 days",bad
pdiegelman,"> 50 days",good
sbledl,"< 10 days",bad
williamrbonk,"< 10 days",bad
leoleone,"< 10 days",bad
yellowbal,"< 10 days",bad
FlatQuasar06,"> 50 days",good
howardv,"> 50 days",good
muoot,"> 50 days",bad
tttoad1,"< 10 days",good
giantsfan,"< 10 days",good
dleepenn,"> 50 days",good
Stewx,"> 50 days",bad
Raffo,"< 10 days",bad
vvom,"< 10 days",good
edwenker,"< 10 days",good
DrRussell,"< 10 days",bad
davidosorio2233,"< 10 days",good
dafelllkppp,"< 10 days",good
TheBigHand,"11 to 50 days",bad
Zappery,"< 10 days",good
thebiggiantkevin,"> 50 days",good
MBMASTER,"< 10 days",good
Robpowt,"< 10 days",good
rcoleman1024,"< 10 days",bad
lynnegleason,"< 10 days",bad
jbroox,"< 10 days",bad
klemdaniels,"< 10 days",bad
kennymac,"< 10 days",NULL
SugarMuffin,"< 10 days",bad
FOTODUDE,"< 10 days",bad
paintnbarrel,"< 10 days",bad
foufange,"> 50 days",bad
eric324,"< 10 days",good
sideoutmtb,"> 50 days",bad
Too_Bad,"< 10 days",bad
dereseller,"< 10 days",bad
jaco,"< 10 days",bad
micpaul1,"< 10 days",good
acefstop,"< 10 days",bad
thebroker,"< 10 days",bad
buckeyedoc,"< 10 days",good
travis_cooper,"< 10 days",bad
niktionary,"< 10 days",bad
TexasPhotoguy,"< 10 days",NULL
sallyjv,"< 10 days",bad
thekreative,"< 10 days",good
theo23,"< 10 days",bad
algonquinman,"< 10 days",bad
krdt53,"> 50 days",good
"Hugh Jorgan","< 10 days",bad
bassman2007,"< 10 days",bad
ntotrr,"> 50 days",good
vovkinson,"> 50 days",bad
watercheetah,"< 10 days",bad
senshuye,"< 10 days",bad
kitaroyanni,"< 10 days",bad
dbhoug,"< 10 days",bad
topekaphotog,"< 10 days",bad
Winfear,"< 10 days",good
howlingbasset,"< 10 days",bad
jray73,"< 10 days",bad
gryphon1911,"> 50 days",good
trangler,"> 50 days",bad
dstover,"< 10 days",bad
fatphreddy,"< 10 days",good
Appleby,"< 10 days",good
seajohn,"< 10 days",bad
dudlo,"> 50 days",good
rmarks65,"< 10 days",bad
wheeleg1970,"< 10 days",bad
janibrewski,"< 10 days",good
schopelas,"< 10 days",good
shoppinginsimi,"< 10 days",good
swood96,"< 10 days",bad
unitron1960,"< 10 days",bad
octavpo,"< 10 days",bad
grenert,"> 50 days",good
SoccerCBL,"> 50 days",good
dog52,"< 10 days",good
LemonSlice,"< 10 days",good
skitlets1,"< 10 days",good
chhchung,"> 50 days",good
dukki7,"< 10 days",good
alexanderjba,"< 10 days",good
Plinio,"> 50 days",good
tmmedic,"< 10 days",bad
ballinoutwest,"< 10 days",bad
ALBUSAEEDI,"< 10 days",good
susan_king,"< 10 days",good
jimmywhite,"< 10 days",good
Juliet57,"< 10 days",good
kyle.a,"> 50 days",good
daviddallas,"< 10 days",bad
bantheflop,"< 10 days",bad
finneyp,"< 10 days",bad
sdouble,"> 50 days",bad
bissen,"< 10 days",bad
fivestardvd,"< 10 days",bad
duramax,"> 50 days",bad
bigrick222,"> 50 days",bad
ApocalypzeSaint,"< 10 days",good
leaf1996,"> 50 days",bad
asdf123,"> 50 days",bad
missylutz,"< 10 days",bad
cartervt2k,"< 10 days",bad
Murphyd2,"< 10 days",good
lubekittie,"< 10 days",bad
beaver79ta,"< 10 days",bad
jim84512006,"< 10 days",NULL
Sergeant,"> 50 days",good
Stevieboy,"< 10 days",good
Westie,"< 10 days",good
paramick,"< 10 days",good
firemedic04,"< 10 days",bad
Obelix8877,"< 10 days",bad
fredthedog,"< 10 days",NULL
Gary1964,"< 10 days",good
Lonestar_UK,"< 10 days",bad
suricatta,"< 10 days",bad
Lizzy,"> 50 days",bad
electrableu,"< 10 days",good
Dunson,"< 10 days",bad
Mr3dfx,"< 10 days",bad
undeadgirliix,"< 10 days",good
sunflower33,"< 10 days",good
LordVector,"< 10 days",good
AlucardsBane,"11 to 50 days",good
jimrod20,"< 10 days",good
SPhil64,"11 to 50 days",good
tysonius,"> 50 days",good
drakanity,"> 50 days",bad
1Joy8In7Murder,"> 50 days",good
DarkDogg,"> 50 days",good
iceminx,"< 10 days",bad
hydra2010,"< 10 days",bad
hoatien,"< 10 days",bad
Doingsomething,"< 10 days",bad
GotScrewed,"11 to 50 days",bad
Reinier001,"> 50 days",good
xxPanda,"> 50 days",good
"jennifer booth","< 10 days",good
nickhodges,"11 to 50 days",good
Hiro_UK,"< 10 days",bad
the4thnobleman,"< 10 days",bad
tuaamin13,"11 to 50 days",good
HOPLITE2501,"< 10 days",good
N.L.Smith,"< 10 days",good
nickhodges,"11 to 50 days",good
FLA,"< 10 days",bad
stormdia,"> 50 days",good
ailehlia,"< 10 days",good
"Teej a.k.a T-Dj","< 10 days",good
Paladin017,"> 50 days",bad
captainsquare,"< 10 days",bad
noodle192000,"11 to 50 days",good
nickhodges,"11 to 50 days",good
ebonlynx,"< 10 days",good
princess-daisy98,"< 10 days",good
"Emz Powell","< 10 days",bad
tgrt,"> 50 days",bad
Aspirin,"< 10 days",bad
jlavance69,"< 10 days",bad
historygeek5,"< 10 days",bad
oreilly,"< 10 days",bad
renao,"< 10 days",bad
Squizy,"< 10 days",bad
Marhaz,"< 10 days",bad
Stricky,"< 10 days",good
caleb10,"< 10 days",bad
Blonde12,"< 10 days",bad
Bi0NicSQUiD,"> 50 days",bad
ssdbest,"< 10 days",bad
Temp99,"< 10 days",bad
meja,"< 10 days",bad
Jrmntr,"< 10 days",bad
mk1992,"< 10 days",good
dragonflydude,"< 10 days",good
icantswim,"< 10 days",bad
Bear_b4u,"< 10 days",good
jfmayer,"< 10 days",good
qube68,"< 10 days",good
chris4521,"> 50 days",bad
Potenzhal,"< 10 days",good
twin891,"< 10 days",good
BCVlad,"< 10 days",good
cjh,"< 10 days",good
qhk1000,"< 10 days",good
docbill,"< 10 days",good
janebo,"< 10 days",bad
gibb3,"< 10 days",good
mez,"< 10 days",bad
gorb,"11 to 50 days",NULL
akkhr,"11 to 50 days",good
lexlynx,"< 10 days",good
"Salty Paws","< 10 days",good
love2quilt,"< 10 days",good
JeannieS,"< 10 days",good
elfie2,"< 10 days",good
kcquilter,"< 10 days",good
spiked,"< 10 days",good
helen999,"< 10 days",good
jmcdnld,"< 10 days",good
dsniegocki,"< 10 days",bad
Mithril49,"< 10 days",bad
radagast,"< 10 days",good
matlogo,"< 10 days",bad
xenonX4,"< 10 days",good
soflarox,"> 50 days",good
ju421019,"< 10 days",bad
mmthomas44,"< 10 days",bad
bobt001,"> 50 days",good
jeffrae,"11 to 50 days",good
knightgeek,"< 10 days",good
zinck,"> 50 days",good
cabito,"> 50 days",bad
drfut21311,"< 10 days",good
NavyBuff,"< 10 days",good
dilberjaanee,"< 10 days",NULL
datbean,"> 50 days",good
martiyo365,"< 10 days",good
bidysbydes,"< 10 days",good
myklmohr,"< 10 days",good
AxonsAmok,"< 10 days",good
gorham09,"> 50 days",good
jimmysanch,"< 10 days",good
RAID,"> 50 days",good
fuzzy075,"> 50 days",good
asuarez712,"< 10 days",good
viralcricket,"< 10 days",good
vkittaht,"< 10 days",good
Slizzo,"< 10 days",good
PClark99,"> 50 days",NULL
EmanSD,"< 10 days",good
melanthius,"11 to 50 days",good
monel2,"> 50 days",good
BigChuck,"< 10 days",good
Optimummind,"> 50 days",good
apoc123,"< 10 days",good
Razeous,"< 10 days",good
bpackattak,"< 10 days",good
pjskeet,"> 50 days",good
doughorton,"< 10 days",good
Tibbs49,"< 10 days",good
Eternalsin,"< 10 days",good
jryock,"< 10 days",good
DukeBannon,"> 50 days",good
ojwang3,"< 10 days",good
teek5449,"< 10 days",good
chancesilver,"< 10 days",good
THKSNOW,"< 10 days",bad
nrpalaci,"< 10 days",good
Improviz,"< 10 days",good
FrancesSchwager,"< 10 days",good
msd1107,"< 10 days",good
pitpat,"< 10 days",good
FireRx,"< 10 days",good
brendanp,"< 10 days",good
winxsd,"< 10 days",good
Rone702,"< 10 days",bad
Wolfpackjack,"< 10 days",bad
echoesof,"< 10 days",good
ericny,"< 10 days",bad
nurseratchet,"< 10 days",neutral
macprobuyer,"< 10 days",bad
LMPierce,"< 10 days",good
contactus,"< 10 days",bad
hifi808,"< 10 days",good
jalomiras,"< 10 days",bad
hulegu_khan,"< 10 days",good
"Gary D.","< 10 days",good
reizvoller,"< 10 days",good
ITdeveloper,"< 10 days",good
BADW0LF,"< 10 days",good
ab123456,"< 10 days",good
jpimentel,"< 10 days",good
izzyp,"< 10 days",good
ihatehardware,"< 10 days",good
IronMug,"< 10 days",good
waradmiral,"< 10 days",good
JWampler,"< 10 days",bad
jbanaszak,"< 10 days",good
rohorific,"> 50 days",good
ossie,"< 10 days",bad
"Glenn Fishbough","< 10 days",good
mikeksteelers,"< 10 days",good
gremmie,"< 10 days",good
bobt001,"> 50 days",good
tri-los,"< 10 days",good
jimjenni,"< 10 days",good
podevil,"< 10 days",bad
keithbaylor,"< 10 days",good
psngray,"< 10 days",good
JTBell,"> 50 days",good
tony_j15,"> 50 days",good
petrapan,"> 50 days",good
hualihu,"> 50 days",good
Andyman53,"> 50 days",bad
richwag,"< 10 days",bad
robertbd,"> 50 days",bad
a_greiner,"> 50 days",good
JasonD18,"> 50 days",good
Flathead74,"> 50 days",good
jmalloy,"< 10 days",good
justin_watts,"> 50 days",bad
UnexplodedCow,"< 10 days",bad
Cjwalden,"< 10 days",bad
Rayzak,"> 50 days",bad
san_gan,"> 50 days",bad
per1sh,"11 to 50 days",good
srosenburg,"< 10 days",bad
weintrw,"> 50 days",good
mariahbay,"> 50 days",good
ElVenezolano,"> 50 days",good
BrianLeighton,"11 to 50 days",good
hm4,"> 50 days",good
comprador_1979,"< 10 days",good
VMAX9000,"> 50 days",good
intbuyer,"< 10 days",bad
smulla,"> 50 days",bad
mntroutman,"> 50 days",bad
smalltownhick,"< 10 days",bad
ymdt4t,"< 10 days",good
europehandbag,"< 10 days",good
the-yet-merciful,"< 10 days",good
normaronald,"< 10 days",good
nick555,"< 10 days",good
meiran,"11 to 50 days",bad
rjlanc,"< 10 days",good
stillaway,"< 10 days",good
cbmay,"< 10 days",good
jimjmoore,"< 10 days",bad
erudderow,"< 10 days",good
jakemorgan,"< 10 days",good
walter30,"< 10 days",good
joserobles,"< 10 days",good
kashaar,"< 10 days",good
TJinNewYork,"< 10 days",bad
crawls,"< 10 days",good
trachy,"11 to 50 days",good
Flyman,"< 10 days",bad
trlopez17,"< 10 days",bad
rogermjohnson,"< 10 days",bad
jcw122,"> 50 days",good
BMWcrazy,"> 50 days",bad
clark50clark,"< 10 days",bad
speccoat,"> 50 days",bad
idkidd,"< 10 days",good
Notifier,"< 10 days",good
isles_1,"< 10 days",good
MoeA,"< 10 days",good
mexilent,"> 50 days",good
tebby,"> 50 days",neutral
nomaxim,"> 50 days",good
Danesi,"> 50 days",good
wakymac,"> 50 days",good
najnielk,"< 10 days",bad
Nasshorn,"> 50 days",good
MyTurn,"> 50 days",good
Mseemann,"< 10 days",good
Govi,"< 10 days",good
awesomephoto,"< 10 days",good
Bluepigs,"< 10 days",good
orlandopozo,"< 10 days",good
semprund,"< 10 days",good
OmarBadu,"< 10 days",good
mikesta3884,"< 10 days",good
js311,"< 10 days",good
elyselittle,"< 10 days",good
paulsmythe,"< 10 days",good
riverfish,"< 10 days",neutral
buckmoleywart,"< 10 days",bad
dandoak,"> 50 days",bad
ubibubi,"11 to 50 days",good
"Jim Locatelli","> 50 days",good
oldsgoat,"< 10 days",bad
allerj,"< 10 days",bad
stsabrmc,"< 10 days",bad
moonfacellc,"< 10 days",bad
jamrpoi,"< 10 days",good
Helpdesk01,"< 10 days",good
rgparker1,"< 10 days",bad
drcash,"< 10 days",NULL
hodgdonl,"< 10 days",bad
exmachino,"< 10 days",bad
jess0313,"< 10 days",good
unspecified,"> 50 days",bad
jonathon2006,"< 10 days",good
ronnieb,"> 50 days",good
PhotoStop,"> 50 days",bad
blaydese,"> 50 days",good
chillme,"< 10 days",good
bigmiked,"> 50 days",good
Greenlady,"< 10 days",bad
ccedar,"< 10 days",bad
sharrywine,"< 10 days",good
atabibnia,"< 10 days",good
